class_index,review_text
2,Jason actually takes a backseat in his own film to special effects
1,puzzle whose pieces do not fit
0,undisciplined
0,fails to keep 80 minutes from seeming like 800
2,to be good
1,a verbal duel
2,during the film
1,Cranky
0,illness
1,several attempts at lengthy dialogue scenes
3,she 's pretty and she can act --
4,The solid filmmaking
4,an impressive style
1,loses himself to the film 's circular structure
4,they are pitted against shimmering cinematography that lends the setting the ethereal beauty of an Asian landscape painting .
1,the dangers of ouija boards
4,has really done his subject justice .
0,is a failure .
4,the best of Godard 's movies
3,stylish thriller .
1,staggers in terms of story .
2,concept
0,Fluffy and disposible
1,with little logic or continuity
4,of the best short story writing
4,is truly gorgeous to behold .
4,have done a fine job of updating White 's dry wit to a new age .
2,25
0,'s nothing very attractive about this movie
2,a national conversation
1,deception
4,It 's a cool event for the whole family .
4,Manages to be both hugely entertaining and uplifting .
0,is ultimately scuttled by a plot that 's just too boring and obvious
4,says a lot about a filmmaker when he can be wacky without clobbering the audience over the head and still maintain a sense of urgency and suspense
2,Mexico 's
0,shapeless inconsequential move
1,of crap
3,of quirkily appealing minor movie she might not make for a while
2,Although Disney follows its standard formula in this animated adventure
0,is even worse than I imagined a movie ever could be .
1,believe these jokers are supposed to have pulled off four similar kidnappings before
2,on the classic whale 's tale
4,coheres into a sane and breathtakingly creative film
3,something fishy
4,is suspenseful and ultimately unpredictable
2,clarify his cinematic vision before his next creation and remember the lessons of the trickster spider
4,what can easily be considered career-best performances
3,of determination and the human spirit
1,that is impenetrable and dull
4,casual and fun
2,one Academy Award
3,the always hilarious Meara and Levy
4,makes you feel genuinely good
0,A word of advice to the makers of The Singles Ward : Celebrity cameos do not automatically equal laughs .
4,of the greatest plays of the last 100 years
4,One of the best movies of the year
2,market research
1,none of the plot ` surprises '
0,mean-spirited film
1,tired old vision
3,Notorious C.H.O. still feels like a promising work-in-progress
4,-- casting excellent Latin actors of all ages --
2,Dawson Leery did what ?!?
0,A dim-witted and lazy spin-off
3,a few nice twists in a standard plot and the charisma of Hugh Grant and Sandra Bullock
2,we imagine
0,letdown
4,has a well-deserved reputation as one of the cinema world 's great visual stylists
1,his showboating wise-cracker stock persona sure is getting old .
2,Shankman ... and screenwriter Karen Janszen
2,full honor
3,fairly solid
3,More sophisticated and literate than such pictures
1,neither dramatic nor comic
3,writer-director Danny Verete 's three tales comprise a powerful and reasonably fulfilling gestalt .
4,a torrent of emotion
3,the film is a pleasant enough dish .
0,A wretched movie that reduces the Second World War to one man
0,bad bluescreen
2,a much needed kick
4,of the best films of the year
0,Like a soft drink that 's been sitting open too long
3,applying definition to both sides of the man
3,The film has an infectious enthusiasm and
1,sick humor
0,to heroes the way Julia Roberts hands out awards -- with phony humility barely camouflaging grotesque narcissism
1,falls back
0,Director Jay Russell weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .
2,go about their daily activities
0,of story and his juvenile camera movements
0,idiotic
0,'s the worst movie of 2002
2,'s tempting just to go with it for the ride
3,its occasional charms
4,a brilliant director and charismatic star
0,looking for a return ticket
1,attempts to mine laughs
4,elicits strong performances from his cast
0,director ever making his wife look so bad in a major movie
0,runs out of steam after a half hour .
4,impressive roster
0,To say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor .
3,daytime
4,as a landmark in film history
2,delicate range
2,politically motivated
3,that successfully recreates both the physical setting and emotional tensions of the Papin sisters
4,has the courage of its convictions and excellent performances on its side
4,hard to conceive anyone else in their roles
2,Stortelling
3,the film has in Kieran Culkin a pitch-perfect Holden .
1,limp Eddie Murphy
1,take on loss and loneliness .
0,`` Bad '' is the operative word for `` Bad Company
3,terrific performances
1,should serve detention
0,the film goes right over the edge and kills every sense of believability
2,Afterschool
4,also a -- dare I say it twice -- delightfully charming -- and totally American
4,characteristically complex
4,rush right out and see it
4,head and shoulders above much of the director 's previous popcorn work
0,Offers no new insight on the matter
4,Both a grand tour through 300 hundred years of Russian cultural identity and a stunning technical achievement
3,filled with strange and wonderful creatures
3,awfully entertaining
3,wildlife
1,The notion of deleting emotion from people
1,child acting
2,extremely straight and mind-numbingly stilted
3,so likable
1,lacking the broader vision that has seen certain Trek films
4,with every cinematic tool well under his control
3,its final surprising shots
1,strangling the life out
0,mystery devoid
1,go but down
4,incredible IMAX sound system
2,endgame
2,faith versus intellect
4,'s yet another cool crime movie that actually manages to bring something new into the mix
3,I encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale
3,will keep coming
0,Just dreadful .
3,upbeat ending
4,interesting movie
0,the film is so bleak that it 's hardly watchable
3,it funny
1,demons
3,point and purpose
2,that justify his exercise
2,digital videotape rather than
1,did they not have the nerve to speak up
3,Does what should seem impossible
1,laugh-free lecture
2,with a kind of art-house gay porn film
3,I enjoyed Barbershop
1,little substance
1,underwhelming
3,simple and soapy
0,just does n't cut it
1,its broad racial insensitivity
2,it gets a full theatrical release
0,penned by a man who has little clue about either the nature of women or of friendship .
2,action sequences and
4,is on his way to becoming the American Indian Spike Lee .
0,a pact to burn the negative and the script and pretend the whole thing never existed
4,A delightful stimulus for the optic nerves
0,the end Sum of All Fears morphs into a mundane '70s disaster flick .
4,remarkable piece
